Loan_ID,Age,Employment_Type,Annual_Income,Loan_Amount,Loan_Tenure_Years,Credit_Score,Existing_Loans,EMI,Loan_Purpose,Default_Status
52303,59,Salaried,1432549,1395542,15,314,4,59771,Business,Default
52304,31,Salaried,830467,197989,28,634,0,13159,Business,No Default
52305,36,Salaried,120912,1330071,24,836,2,29780,Education,No Default
52306,53,Salaried,1844270,330051,4,791,3,37775,Home,No Default
52307,61,Self-Employed,1321649,552377,7,591,3,15966,Education,No Default
52308,61,Salaried,1838277,224218,3,416,0,55654,Personal,No Default
52309,52,Salaried,505879,790737,25,891,4,15696,Education,No Default
52310,30,Salaried,1170680,1302276,16,768,1,65401,Home,Default
52311,35,Salaried,535539,613800,26,851,3,24574,Business,Default
52312,36,Unemployed,1590069,805604,9,892,1,47170,Business,No Default
52313,63,Salaried,1649298,1446376,23,686,4,39880,Business,No Default
52314,47,Salaried,342379,230296,23,882,0,53329,Business,No Default
52315,52,Self-Employed,1559432,1013972,17,492,4,69116,Education,No Default
52316,26,Salaried,248583,317501,26,400,2,60337,Home,No Default
52317,56,Salaried,1338015,534315,8,369,4,6590,Home,Default
52318,28,Self-Employed,800014,772241,18,473,0,18465,Home,No Default
52319,45,Self-Employed,1528192,63616,24,743,0,55002,Education,No Default
52320,27,Salaried,1243004,1435479,27,732,4,70548,Business,No Default
52321,37,Salaried,1990241,1477414,13,514,0,7301,Business,No Default
52322,50,Self-Employed,1776351,845854,2,836,2,52607,Home,No Default
52323,22,Salaried,1740701,189674,1,618,1,27773,Business,No Default
52324,37,Salaried,820120,494187,16,585,4,58104,Education,No Default
52325,24,Salaried,1933695,433626,16,524,0,65461,Personal,Default
52326,46,Salaried,1374681,794493,11,648,1,37880,Business,No Default
52327,34,Salaried,1469218,359373,24,687,2,26491,Personal,No Default
52328,28,Salaried,1001149,1167204,4,640,4,59904,Personal,No Default
52329,25,Self-Employed,1534386,1428847,11,803,0,72917,Personal,No Default
52330,25,Salaried,734889,937238,26,370,1,36872,Business,Default
52331,25,Salaried,1651448,779749,6,428,2,19328,Personal,No Default
52332,47,Salaried,1376333,272413,26,743,3,10770,Business,No Default
52333,25,Self-Employed,338738,501916,29,589,0,11106,Home,No Default
52334,23,Salaried,1315614,1118052,11,898,2,56888,Education,No Default
52335,58,Salaried,1061209,909029,26,686,1,2774,Personal,Default
52336,50,Salaried,1539867,903641,1,317,4,67592,Personal,No Default
52337,21,Salaried,605450,1189776,9,854,1,25055,Home,No Default
52338,28,Unemployed,1264628,799120,27,375,4,34648,Education,No Default
52339,33,Salaried,1387685,539282,7,852,2,55196,Home,No Default
52340,40,Salaried,1603282,514754,21,664,2,2545,Education,No Default
52341,26,Self-Employed,1333293,581596,22,579,1,54132,Personal,No Default
52342,28,Salaried,1107929,684229,3,579,1,39674,Education,No Default
52343,50,Salaried,299303,869699,29,742,4,63486,Home,Default
52344,60,Salaried,882849,1046630,9,628,0,44373,Personal,Default
52345,35,Salaried,1351829,1459349,2,835,1,73931,Home,Default
52346,30,Salaried,452785,784625,28,807,0,16501,Personal,No Default
52347,53,Salaried,286104,1127800,10,749,0,5388,Business,No Default
52348,29,Salaried,1818968,1427143,17,674,0,54355,Personal,No Default
52349,53,Salaried,1868157,1437488,1,595,2,52564,Education,Default
52350,29,Self-Employed,253315,345840,26,775,2,78357,Education,No Default
52351,34,Self-Employed,145915,110312,18,692,0,68107,Education,No Default
52352,52,Self-Employed,995394,1430659,6,408,0,20124,Education,No Default
52353,57,Salaried,1355617,64992,6,658,2,50877,Education,No Default
52354,26,Unemployed,583639,1237638,9,588,4,19228,Business,Default
52355,25,Salaried,903811,1029413,10,717,3,21049,Personal,No Default
52356,24,Salaried,434545,1142791,15,617,1,6592,Personal,No Default
52357,36,Salaried,179146,240070,4,640,0,54742,Business,No Default
52358,30,Salaried,1762280,394688,8,616,2,12691,Business,No Default
52359,51,Salaried,1355899,1326194,4,648,0,59886,Education,No Default
52360,51,Salaried,233703,840776,3,326,0,41381,Home,Default
52361,34,Salaried,1277716,363667,4,700,0,45860,Home,No Default
52362,33,Salaried,1247143,817418,1,615,0,65791,Education,No Default
52363,24,Unemployed,1057956,1250731,9,858,4,52521,Business,No Default
52364,46,Salaried,1471916,186188,11,667,1,10477,Personal,No Default
52365,44,Salaried,1424550,633948,21,642,1,10052,Home,No Default
52366,29,Self-Employed,1304244,878078,23,664,2,70595,Home,No Default
52367,55,Salaried,1716348,1319195,19,372,4,30797,Business,No Default
52368,62,Salaried,1243332,54610,21,421,4,40306,Education,No Default
52369,35,Salaried,1960780,755044,29,485,1,17410,Personal,No Default
52370,44,Self-Employed,596563,110519,26,618,2,39334,Education,No Default
52371,51,Self-Employed,1940124,504464,20,893,4,62780,Education,Default
52372,39,Salaried,1492559,1397985,7,841,2,13495,Education,No Default
52373,22,Salaried,1888989,1495644,5,652,1,9857,Education,No Default
52374,22,Salaried,223085,1457942,2,654,0,45677,Home,No Default
52375,61,Salaried,625924,69788,19,405,4,9826,Business,No Default
52376,56,Unemployed,534806,1067948,24,717,2,15791,Personal,No Default
52377,57,Salaried,1503058,582012,3,504,0,52481,Home,Default
52378,54,Salaried,1680675,1280365,15,864,1,72069,Personal,No Default
52379,59,Self-Employed,1819159,1144602,7,681,3,54050,Personal,No Default
52380,39,Salaried,1290229,715357,5,596,4,28965,Home,No Default
52381,58,Unemployed,1431639,1410308,23,578,4,55191,Home,No Default
52382,43,Self-Employed,707306,584983,10,488,2,38850,Personal,No Default
52383,36,Salaried,1591233,93422,9,842,1,24840,Personal,Default
52384,64,Self-Employed,1806540,1036629,23,749,1,30638,Business,No Default
52385,26,Salaried,1082159,899874,14,557,4,70870,Home,No Default
52386,46,Salaried,1016104,182470,22,752,4,68247,Home,No Default
52387,42,Self-Employed,1804143,682338,28,871,2,76640,Personal,No Default
52388,44,Salaried,1373574,385371,13,377,2,73246,Personal,No Default
52389,60,Salaried,763823,126479,1,322,3,44694,Education,No Default
52390,41,Salaried,1316094,391606,16,802,0,65826,Personal,No Default
52391,50,Salaried,1632318,1420993,20,484,2,63193,Personal,No Default
52392,31,Salaried,1685535,1144393,8,846,0,71370,Business,No Default
52393,29,Salaried,1420196,1495058,17,812,4,50945,Personal,No Default
52394,32,Salaried,1939994,1498200,6,348,3,76435,Education,No Default
52395,46,Salaried,470302,1375562,2,467,3,41978,Education,No Default
52396,58,Self-Employed,1570382,1240784,13,320,3,26996,Home,No Default
52397,23,Salaried,1557318,333484,25,691,1,73340,Education,No Default
52398,53,Salaried,1714865,477958,8,404,4,58809,Home,Default
52399,35,Salaried,1463962,1064448,25,589,1,75269,Personal,No Default
52400,25,Salaried,1679667,407474,9,725,1,35020,Education,No Default
52401,44,Salaried,1200022,1042285,13,528,3,11190,Business,No Default
52402,31,Salaried,636193,1071218,18,480,1,73363,Business,No Default
52403,53,Salaried,626749,106725,18,651,4,21939,Education,No Default
52404,43,Self-Employed,861609,1145594,9,524,4,10484,Home,No Default
52405,30,Salaried,1731551,1396705,2,533,1,59512,Home,No Default
52406,63,Salaried,1809609,265327,4,565,4,29357,Home,No Default
52407,48,Salaried,1618282,896773,18,613,0,75088,Education,No Default
52408,59,Salaried,1015292,760907,17,798,1,51188,Personal,No Default
52409,37,Salaried,175956,1187825,12,517,3,68980,Personal,No Default
52410,64,Salaried,873415,751342,16,510,3,24406,Personal,No Default
52411,46,Salaried,605487,1440432,13,398,4,55543,Home,No Default
52412,45,Self-Employed,707151,69075,11,687,4,61711,Education,No Default
52413,56,Salaried,1964572,1481949,14,644,3,26288,Business,No Default
52414,32,Self-Employed,1685115,200798,10,552,0,9793,Personal,No Default
52415,23,Self-Employed,441200,837987,23,823,3,8677,Personal,No Default
52416,49,Salaried,837445,984163,28,417,1,57869,Home,No Default
52417,64,Salaried,1543697,560640,27,899,3,58335,Personal,No Default
52418,44,Salaried,545424,962994,21,508,2,15268,Education,Default
52419,39,Salaried,1092555,998470,19,708,0,12634,Personal,No Default
52420,33,Unemployed,1341742,1167201,24,780,0,8420,Home,No Default
52421,36,Salaried,509950,1047783,21,628,3,55896,Education,No Default
52422,60,Self-Employed,1393372,385258,17,482,2,71914,Home,No Default
52423,47,Self-Employed,1343259,434800,9,716,1,68534,Business,No Default
52424,26,Salaried,1840013,1067980,14,382,3,6302,Personal,Default
52425,62,Salaried,367805,295912,5,553,1,63290,Education,No Default
52426,30,Salaried,592451,690580,3,304,2,9830,Education,No Default
52427,58,Self-Employed,1152414,597473,22,602,3,20908,Personal,No Default
52428,28,Self-Employed,142073,965309,8,835,3,74271,Business,No Default
52429,38,Salaried,1814314,84594,18,727,1,34898,Business,No Default
52430,52,Salaried,560741,356651,27,526,3,65887,Personal,No Default
52431,37,Salaried,1223689,776218,3,862,2,47191,Personal,No Default
52432,62,Self-Employed,1102908,857944,23,689,3,79145,Personal,No Default
52433,22,Unemployed,344571,1235459,2,863,4,45177,Home,No Default
52434,64,Salaried,451950,744802,27,311,2,54168,Education,No Default
52435,40,Salaried,396028,1256374,11,636,0,39062,Education,Default
52436,30,Salaried,1009445,1425477,28,428,1,42903,Personal,No Default
52437,29,Salaried,783887,781732,5,310,2,55986,Home,No Default
52438,59,Self-Employed,1846123,675982,25,789,0,25599,Home,No Default
52439,61,Salaried,860626,822446,7,571,0,26373,Education,No Default
52440,45,Salaried,1295629,846294,14,656,2,13004,Business,No Default
52441,45,Salaried,1211033,934772,29,391,0,44477,Personal,Default
52442,44,Salaried,520296,526763,19,308,0,51157,Personal,No Default
52443,26,Salaried,898229,85107,2,422,4,59355,Home,No Default
52444,50,Self-Employed,419200,138080,26,580,3,4150,Education,No Default
52445,30,Self-Employed,388601,195497,9,757,4,25226,Home,Default
52446,59,Salaried,1824853,513824,25,750,3,79994,Business,No Default
52447,51,Salaried,371015,702731,25,706,0,63528,Education,No Default
52448,38,Salaried,584575,166304,10,355,3,33435,Personal,No Default
52449,63,Salaried,559943,60208,19,678,4,66950,Education,No Default
52450,53,Salaried,1231626,920583,17,801,1,29994,Education,No Default
52451,39,Salaried,1362971,629873,25,322,1,56102,Personal,Default
52452,43,Salaried,290487,919112,7,544,3,54434,Business,Default
52453,25,Self-Employed,1711262,1445926,18,717,1,9892,Home,No Default
52454,46,Salaried,1901000,1137645,6,530,2,73089,Business,No Default
52455,49,Salaried,1747922,1416938,27,509,1,21988,Business,No Default
52456,44,Salaried,891462,1252866,9,461,3,74690,Business,No Default
52457,26,Self-Employed,1674245,214232,8,676,0,41907,Education,Default
52458,59,Salaried,1034257,1306467,27,469,4,17479,Business,No Default
52459,24,Salaried,1284740,861438,28,638,1,67713,Education,No Default
52460,62,Salaried,1463666,700898,22,773,3,12802,Education,No Default
52461,46,Salaried,614218,1138492,22,526,4,9774,Home,No Default
52462,35,Self-Employed,187620,599955,24,662,2,18625,Home,No Default
52463,33,Unemployed,442237,1319861,9,778,0,44339,Business,No Default
52464,60,Salaried,487514,1175003,24,854,4,77324,Education,No Default
52465,42,Self-Employed,551736,1353420,1,774,4,15749,Personal,Default
52466,33,Salaried,1147389,560164,2,494,3,62873,Education,No Default
52467,59,Salaried,1550359,326558,22,311,2,48521,Home,No Default
52468,37,Self-Employed,311224,1294272,24,794,1,77732,Personal,No Default
52469,56,Salaried,1364328,854996,4,361,2,58547,Education,No Default
52470,59,Salaried,1045370,55316,28,828,0,68836,Business,Default
52471,45,Self-Employed,1314359,1028532,20,570,1,62433,Education,No Default
52472,54,Salaried,1788509,1346116,29,837,2,56069,Personal,No Default
52473,41,Salaried,1328391,1257838,18,856,0,32591,Business,No Default
52474,45,Self-Employed,1436106,504573,10,364,4,61132,Personal,No Default
52475,45,Self-Employed,1104346,662641,1,779,4,16384,Home,No Default
52476,42,Self-Employed,1654229,742136,10,789,4,41005,Home,Default
52477,43,Salaried,1958021,909341,9,367,4,28348,Education,No Default
52478,45,Self-Employed,871581,112938,23,661,1,38573,Education,No Default
52479,34,Self-Employed,587758,1277758,25,871,4,4214,Home,No Default
52480,34,Salaried,1155461,753555,13,318,1,32973,Personal,Default
52481,46,Self-Employed,206905,610342,15,844,1,26632,Personal,No Default
52482,60,Salaried,1574613,781769,18,390,2,57301,Business,No Default
52483,50,Salaried,1120604,1201397,26,537,4,18621,Business,No Default
52484,46,Salaried,1293693,703869,13,761,3,2732,Business,No Default
52485,58,Salaried,1633002,593300,5,323,4,49693,Home,No Default
52486,42,Salaried,1167356,394602,2,526,3,24547,Home,Default
52487,59,Salaried,1238347,260602,26,680,4,57671,Home,No Default
52488,59,Salaried,620584,854596,7,305,1,4454,Education,No Default
52489,54,Salaried,440521,580893,9,869,4,31487,Personal,Default
52490,45,Salaried,1983292,913686,19,656,4,32689,Home,Default
52491,56,Self-Employed,1995246,753469,14,456,4,24607,Business,No Default
52492,33,Self-Employed,933616,1245793,17,500,4,47265,Business,No Default
52493,49,Self-Employed,291695,989295,20,524,2,13575,Home,No Default
52494,62,Salaried,1563097,852552,20,762,2,69960,Home,No Default
52495,29,Self-Employed,140021,991057,11,556,1,40951,Personal,Default
52496,35,Salaried,317831,690936,22,892,1,54576,Business,No Default
52497,51,Salaried,1014878,1246010,5,730,3,18469,Personal,No Default
52498,64,Self-Employed,405328,688428,12,724,1,52730,Home,No Default
52499,47,Salaried,1167518,352009,29,706,2,13678,Personal,No Default
52500,51,Self-Employed,1094922,397626,21,404,1,73237,Education,Default
52501,30,Salaried,780074,1005353,9,551,3,62771,Home,No Default
52502,57,Salaried,1651461,1169013,29,398,3,47699,Business,No Default
52503,27,Self-Employed,1724536,683284,27,477,2,17002,Business,No Default
52504,52,Salaried,736725,445701,17,564,1,30389,Personal,No Default
52505,31,Self-Employed,1235133,303688,8,431,3,49971,Home,No Default
52506,48,Self-Employed,1978209,1158365,24,498,1,31421,Business,No Default
52507,24,Salaried,949728,172863,27,356,1,8971,Personal,No Default
52508,51,Salaried,284051,1197528,8,708,2,21235,Personal,No Default
52509,49,Salaried,1237125,1417762,29,561,2,77693,Home,No Default
52510,53,Salaried,969689,1465303,12,874,1,54393,Business,No Default
52511,24,Salaried,1488537,977247,29,417,4,69066,Business,No Default
52512,46,Salaried,638296,472663,19,784,4,2774,Business,Default
52513,51,Unemployed,684484,960614,10,620,0,53613,Home,No Default
52514,51,Self-Employed,1937302,729647,24,607,0,9985,Home,No Default
52515,47,Self-Employed,119061,77108,2,789,0,10307,Home,No Default
52516,45,Salaried,1204309,770417,24,620,2,74878,Education,No Default
52517,56,Salaried,722664,936004,28,655,1,65196,Personal,No Default
52518,51,Self-Employed,1319652,94049,8,819,3,32119,Education,No Default
52519,63,Salaried,1753489,384700,14,825,1,58808,Education,No Default
52520,57,Self-Employed,484151,86395,19,323,1,53897,Business,No Default
52521,64,Unemployed,1536478,1083358,4,491,0,62587,Business,Default
52522,43,Salaried,607866,249156,9,648,1,48278,Personal,No Default
52523,55,Self-Employed,282365,805214,13,324,0,21231,Personal,Default
52524,24,Salaried,1333330,199596,9,689,1,68162,Home,No Default
52525,48,Self-Employed,1011118,498376,26,898,3,32028,Business,No Default
52526,62,Salaried,1158813,1137766,13,867,4,33143,Education,No Default
52527,61,Salaried,898126,842278,25,489,4,48392,Personal,No Default
52528,62,Self-Employed,972904,827976,16,327,2,47578,Personal,No Default
52529,33,Self-Employed,1552260,422294,26,840,3,25975,Education,No Default
52530,21,Salaried,1822397,714172,22,790,1,60983,Home,Default
52531,32,Salaried,1092880,645231,1,787,3,29521,Business,No Default
52532,63,Self-Employed,960494,802497,8,471,1,12613,Business,No Default
52533,60,Self-Employed,481587,1234415,29,337,3,59580,Education,No Default
52534,46,Unemployed,178000,570992,9,598,3,21441,Home,No Default
52535,43,Self-Employed,1225175,517114,24,565,4,73403,Education,Default
52536,42,Self-Employed,1118423,199875,13,326,3,60311,Business,No Default
52537,48,Self-Employed,835640,323115,17,751,2,57088,Education,No Default
52538,37,Salaried,113064,1088269,28,768,1,78559,Education,No Default
52539,26,Salaried,1104780,1057101,22,384,0,76747,Business,No Default
52540,34,Salaried,808684,1016063,25,312,3,34506,Business,Default
52541,37,Self-Employed,232004,935674,9,869,0,69542,Business,Default
52542,58,Self-Employed,510235,375630,7,558,4,11033,Education,No Default
52543,25,Salaried,1728699,114840,23,399,0,64074,Education,Default
52544,33,Salaried,515373,617279,20,560,2,36971,Education,Default
52545,29,Salaried,152381,467211,23,577,2,17064,Home,No Default
52546,64,Salaried,1166150,729808,10,365,4,66705,Personal,No Default
52547,62,Salaried,1590104,276744,21,899,2,57935,Home,No Default
52548,46,Salaried,564260,315321,27,677,1,63105,Personal,No Default
52549,33,Unemployed,1705643,470563,26,816,2,70733,Business,No Default
52550,39,Salaried,524104,196756,5,416,3,25790,Personal,No Default
52551,37,Salaried,211422,1120311,17,798,2,44024,Home,No Default
52552,36,Salaried,388169,55100,2,504,1,47241,Business,No Default
52553,50,Unemployed,501276,724628,9,886,4,20892,Personal,No Default
52554,52,Self-Employed,1837152,616979,2,379,2,36486,Personal,Default
52555,34,Salaried,959629,1439884,10,317,1,32084,Personal,No Default
52556,35,Unemployed,1999625,1236055,27,357,3,13524,Education,Default
52557,32,Salaried,1351069,74054,12,411,0,4593,Business,Default
52558,57,Salaried,1017930,483414,2,896,0,35466,Education,No Default
52559,31,Salaried,1385051,310777,15,614,4,75104,Business,No Default
52560,25,Salaried,1698355,487663,25,461,4,57602,Personal,No Default
52561,31,Salaried,1430273,697599,3,623,0,60288,Personal,Default
52562,54,Unemployed,1292566,766969,2,630,0,3225,Home,No Default
52563,39,Self-Employed,374657,469875,7,879,4,64060,Personal,No Default
52564,46,Salaried,247902,1495697,28,801,0,69764,Education,No Default
52565,46,Salaried,1863190,219886,9,356,2,12648,Education,Default
52566,37,Salaried,1324343,1268496,11,464,1,6948,Personal,No Default
52567,51,Salaried,1309819,275538,29,465,4,33696,Education,No Default
52568,39,Salaried,233322,781386,22,596,1,22186,Personal,Default
52569,64,Salaried,156263,760668,28,303,3,70635,Home,No Default
52570,40,Self-Employed,686402,433646,16,709,3,47926,Home,No Default
52571,43,Self-Employed,1620936,122220,7,405,2,19922,Personal,Default
52572,45,Salaried,102681,825147,29,865,3,60912,Home,Default
52573,48,Salaried,1605295,1066244,13,465,4,62614,Personal,No Default
52574,57,Salaried,183321,884313,3,553,2,33568,Education,No Default
52575,32,Salaried,758767,660533,11,427,2,8978,Personal,No Default
52576,21,Salaried,925961,194190,3,785,4,14098,Business,Default
52577,22,Salaried,411045,292504,15,375,0,35313,Business,Default
52578,30,Salaried,1166003,1128464,8,520,1,65239,Personal,No Default
52579,54,Self-Employed,1802327,144827,7,733,4,43143,Personal,No Default
52580,52,Salaried,646035,359604,5,836,0,51989,Personal,No Default
52581,45,Self-Employed,637843,1210449,6,738,0,58317,Home,No Default
52582,30,Salaried,455274,501181,25,734,3,61285,Business,No Default
52583,21,Self-Employed,1869863,1084185,19,825,2,16240,Personal,No Default
52584,52,Salaried,1612147,544195,28,432,2,19841,Personal,No Default
52585,57,Salaried,647551,1264756,3,740,3,78998,Education,No Default
52586,32,Salaried,302592,534737,11,833,3,21184,Education,No Default
52587,38,Salaried,609189,1004088,6,886,2,38071,Home,No Default
52588,50,Salaried,1613691,1417335,27,690,4,28029,Home,No Default
52589,33,Unemployed,760487,645646,24,543,4,25670,Business,No Default
52590,23,Self-Employed,1253469,337256,21,445,4,9489,Business,No Default
52591,41,Salaried,947885,66037,14,714,4,17767,Personal,No Default
52592,62,Salaried,1781794,258081,17,726,3,69247,Business,No Default
52593,34,Salaried,1141025,403107,3,511,1,27356,Personal,No Default
52594,60,Self-Employed,420533,1485825,29,548,1,25871,Home,No Default
52595,30,Self-Employed,1554304,700311,24,334,2,50164,Home,No Default
52596,22,Salaried,950154,1237715,4,552,1,55301,Home,No Default
52597,57,Self-Employed,1655796,988931,9,585,4,71919,Education,No Default
52598,31,Self-Employed,1021541,1048198,13,509,3,9451,Business,No Default
52599,21,Salaried,1766023,1291315,6,409,4,44028,Home,No Default
52600,46,Salaried,1810790,600728,10,629,0,60176,Home,No Default
52601,62,Self-Employed,1829669,1351736,20,441,3,57242,Home,Default
52602,33,Self-Employed,324811,655451,20,386,0,65529,Business,No Default
52603,48,Salaried,1707175,809693,26,439,0,38256,Business,No Default
52604,56,Unemployed,641463,400882,21,631,2,5212,Education,No Default
52605,41,Salaried,1129658,1011091,13,325,0,68452,Education,No Default
52606,30,Salaried,1894484,184592,23,661,1,27146,Education,No Default
52607,32,Salaried,1891026,737496,14,659,1,29375,Education,No Default
52608,47,Unemployed,1728059,758214,12,514,0,53246,Home,No Default
52609,23,Salaried,1700954,240137,23,376,2,13430,Personal,No Default
52610,48,Salaried,556695,462207,13,394,0,40810,Education,No Default
52611,22,Salaried,1456356,1365830,10,517,3,43580,Personal,Default
52612,48,Salaried,532082,484440,7,667,3,31348,Home,Default
52613,51,Self-Employed,1508968,817533,5,351,3,41499,Home,No Default
52614,63,Salaried,992184,765918,12,573,3,32726,Business,No Default
52615,41,Self-Employed,336587,1444933,29,743,0,79075,Personal,No Default
52616,27,Unemployed,173334,552999,25,332,4,60958,Personal,No Default
52617,51,Salaried,473100,364031,2,715,4,5698,Home,No Default
52618,34,Self-Employed,153111,388395,8,724,3,34969,Business,Default
52619,59,Salaried,1234860,689913,26,306,2,6237,Education,No Default
52620,59,Salaried,888148,870077,8,794,2,21553,Education,No Default
52621,29,Salaried,1971412,740590,19,653,0,4864,Business,Default
52622,43,Self-Employed,799684,1224659,5,498,4,41128,Business,Default
52623,32,Salaried,173406,541311,8,734,0,17326,Education,No Default
52624,49,Salaried,287585,611549,10,435,1,7412,Home,No Default
52625,58,Unemployed,800493,291146,13,587,3,58827,Home,No Default
52626,59,Self-Employed,304988,1458152,9,866,1,11349,Business,No Default
52627,42,Salaried,433406,1122941,7,707,1,53461,Home,No Default
52628,24,Salaried,1942565,1208703,20,635,2,35144,Home,No Default
52629,27,Salaried,197304,301486,20,301,4,75933,Personal,No Default
52630,60,Salaried,1801165,802418,19,484,3,79452,Education,No Default
52631,28,Salaried,1708350,730165,11,860,0,17372,Business,Default
52632,55,Salaried,1986565,199155,8,737,3,64586,Education,No Default
52633,29,Salaried,140655,883042,22,321,0,38431,Personal,No Default
52634,33,Self-Employed,1635834,1241809,16,511,0,65182,Home,No Default
52635,59,Salaried,488189,719763,10,776,4,24678,Home,No Default
52636,40,Salaried,189638,307017,6,765,1,35828,Personal,No Default
52637,41,Salaried,1736687,166833,10,533,0,65352,Education,No Default
52638,39,Salaried,475971,1193082,10,471,4,62167,Personal,No Default
52639,22,Salaried,1354278,805487,25,817,1,56745,Home,No Default
52640,64,Salaried,1517556,60468,27,543,1,23947,Home,Default
52641,60,Salaried,709089,585423,19,720,3,72660,Education,No Default
52642,50,Salaried,1433814,501190,4,678,3,43849,Home,No Default
52643,43,Salaried,229095,1320029,19,772,3,21579,Education,No Default
52644,60,Salaried,1030857,1487776,3,640,2,33658,Business,Default
52645,33,Salaried,1996858,375279,17,422,1,11250,Home,Default
52646,53,Salaried,539169,901131,14,733,2,32163,Home,No Default
52647,52,Salaried,1884645,725515,10,487,3,29122,Education,No Default
52648,48,Self-Employed,526627,704017,6,313,4,59855,Business,No Default
52649,44,Unemployed,214708,858422,16,369,3,77574,Home,No Default
52650,62,Salaried,897696,1275693,9,710,0,71948,Home,Default
52651,48,Self-Employed,1050949,658361,21,890,4,6398,Business,No Default
52652,50,Self-Employed,247003,705968,12,617,4,30236,Home,No Default
52653,61,Unemployed,666347,1011507,12,736,1,55329,Education,Default
52654,49,Salaried,102650,446510,28,891,2,2657,Business,No Default
52655,54,Self-Employed,562221,301684,14,445,0,57488,Business,No Default
52656,42,Unemployed,1660663,404685,26,526,4,65711,Personal,No Default
52657,45,Salaried,1146097,917141,2,681,2,56262,Home,No Default
52658,34,Salaried,405168,832439,10,479,2,47400,Business,No Default
52659,30,Unemployed,504808,135105,4,835,0,19492,Business,No Default
52660,30,Salaried,1729102,1145619,28,398,0,35754,Business,No Default
52661,28,Salaried,877425,1259398,6,690,3,59199,Personal,No Default
52662,34,Self-Employed,1323479,368680,23,569,3,75938,Home,Default
52663,58,Salaried,807199,840138,28,393,4,11106,Business,No Default
52664,52,Salaried,1555249,1056683,29,762,4,35273,Home,No Default
52665,52,Salaried,1613924,1447142,13,584,4,28433,Business,Default
52666,23,Salaried,1884623,752904,23,321,3,45197,Education,No Default
52667,40,Self-Employed,1942082,1173958,14,301,4,13105,Business,No Default
52668,33,Salaried,1116299,1438975,4,402,4,33741,Business,No Default
52669,43,Self-Employed,1919383,136924,10,335,3,51412,Personal,No Default
52670,39,Salaried,1594445,1143692,10,573,3,60053,Business,No Default
52671,36,Salaried,1730208,921896,5,350,4,3951,Education,No Default
52672,56,Salaried,1594600,751686,29,442,4,4370,Business,No Default
52673,55,Salaried,284991,1430074,4,782,2,50068,Education,No Default
52674,27,Self-Employed,1443699,320231,12,316,1,43047,Education,No Default
52675,57,Salaried,431402,958202,26,888,3,24867,Education,No Default
52676,28,Self-Employed,504925,556724,22,577,1,79117,Personal,No Default
52677,45,Salaried,1715789,413891,27,737,3,70270,Home,No Default
52678,43,Salaried,1296335,753776,14,735,2,69792,Home,Default
52679,30,Salaried,951498,1186205,7,683,1,52224,Education,No Default
52680,50,Self-Employed,1136978,640871,2,431,2,57094,Personal,No Default
52681,53,Salaried,398684,1141989,14,562,0,12502,Personal,Default
52682,31,Self-Employed,1428885,1078082,10,693,1,51130,Home,No Default
52683,55,Self-Employed,540105,921012,28,507,1,38045,Education,No Default
52684,47,Salaried,1381177,516682,16,525,1,71505,Home,Default
52685,23,Salaried,1734919,917962,3,764,0,69024,Home,No Default
52686,28,Salaried,1046698,732198,27,657,0,28234,Personal,Default
52687,33,Unemployed,880312,1072866,8,443,2,45027,Personal,No Default
52688,62,Salaried,1845703,819867,23,653,0,12807,Business,No Default
52689,23,Salaried,882360,180393,28,550,3,45977,Personal,No Default
52690,40,Salaried,549107,613322,17,675,4,66840,Personal,Default
52691,55,Self-Employed,1073929,1451595,4,544,1,11788,Home,No Default
52692,33,Self-Employed,617872,500445,21,317,2,18749,Personal,Default
52693,40,Unemployed,504598,1233056,19,784,2,45491,Personal,No Default
52694,44,Self-Employed,718442,199140,15,301,2,21435,Home,No Default
52695,29,Salaried,186123,1029312,20,675,2,35551,Personal,No Default
52696,50,Salaried,166889,1070931,26,865,1,9159,Personal,Default
52697,45,Self-Employed,960339,999895,10,465,2,47129,Business,No Default
52698,36,Unemployed,1485328,1451745,10,628,1,51389,Education,No Default
52699,28,Salaried,352034,1022531,23,747,2,79611,Business,Default
52700,64,Salaried,871878,667531,24,391,2,44945,Personal,No Default
52701,48,Self-Employed,218690,1318780,12,819,4,3462,Home,No Default
52702,32,Salaried,381328,1187223,9,551,3,65220,Home,No Default
52703,44,Salaried,1155478,1026478,15,338,0,67344,Education,Default
52704,49,Unemployed,907079,659143,29,735,0,60215,Home,No Default
52705,35,Self-Employed,1329022,543631,18,661,0,11413,Personal,No Default
52706,38,Salaried,653428,1153427,20,861,3,20050,Business,Default
52707,27,Salaried,1341365,99698,1,382,1,13628,Education,No Default
52708,33,Salaried,1511261,1119921,3,326,0,41064,Business,No Default
52709,39,Unemployed,151730,744712,8,888,0,36424,Home,No Default
52710,63,Unemployed,1375405,894229,7,320,0,35899,Personal,Default
52711,25,Self-Employed,228996,101843,15,517,1,33247,Education,No Default
52712,46,Salaried,1445266,584237,8,344,3,68346,Home,No Default
52713,22,Salaried,1731421,259169,15,706,3,67591,Home,No Default
52714,53,Self-Employed,1726070,537765,27,778,1,21907,Business,No Default
52715,57,Salaried,243577,1485760,22,863,4,25943,Home,No Default
52716,45,Salaried,156618,1228844,5,636,2,21046,Business,No Default
52717,45,Salaried,1629142,793491,12,447,1,70815,Home,No Default
